champion_name,tier,win_ratio,ban_ratio,pick_ratio,annie,olaf,galio,twistedfate,xinzhao,urgot,leblanc,vladimir,fiddlesticks,kayle,masteryi,alistar,ryze,sion,sivir,soraka,teemo,tristana,warwick,nunu,missfortune,ashe,tryndamere,jax,morgana,zilean,singed,evelynn,twitch,karthus,chogath,amumu,rammus,anivia,shaco,drmundo,sona,kassadin,irelia,janna,gangplank,corki,karma,taric,veigar,trundle,swain,caitlyn,blitzcrank,malphite,katarina,nocturne,maokai,renekton,jarvaniv,elise,orianna,monkeyking,brand,leesin,vayne,rumble,cassiopeia,skarner,heimerdinger,nasus,nidalee,udyr,poppy,gragas,pantheon,ezreal,mordekaiser,yorick,akali,kennen,garen,leona,malzahar,talon,riven,kogmaw,shen,lux,xerath,shyvana,ahri,graves,fizz,volibear,rengar,varus,nautilus,viktor,sejuani,fiora,ziggs,lulu,draven,hecarim,khazix,darius,jayce,lissandra,diana,quinn,syndra,aurelionsol,kayn,zoe,zyra,kaisa,seraphine,gnar,zac,yasuo,velkoz,taliyah,akshan,camille,braum,jhin,kindred,jinx,tahmkench,viego,senna,lucian,zed,kled,ekko,qiyana,vi,aatrox,nami,azir,yuumi,samira,thresh,illaoi,ksante,ivern,kalista,bard,rakan,xayah,ornn,sylas,rell,neeko,aphelios,pyke,sett,vex,yone,gwen,lillia,hwei,briar,naafiri,milio,nilah,belveth,renata,zeri
chogath,3 Tier,0.5069,0.0060999999999999995,0.023799999999999998,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.89,-1.0,50.61,-1.0,-1.0,-1.0,42.52,-1.0,-1.0,50.22,-1.0,-1.0,-1.0,-1.0,-1.0,47.13,51.95,-1.0,-1.0,53.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.15,-1.0,-1.0,51.01,-1.0,56.84,-1.0,-1.0,-1.0,-1.0,45.83,-1.0,-1.0,-1.0,57.3,-1.0,-1.0,-1.0,48.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.92,-1.0,-1.0,-1.0,-1.0,53.57,-1.0,50.0,-1.0,56.82,53.97,-1.0,45.24,52.14,55.77,65.6,54.33,-1.0,-1.0,-1.0,56.25,-1.0,48.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.06,-1.0,-1.0,-1.0,-1.0,-1.0,52.26,56.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.44,-1.0,56.02,-1.0,-1.0,-1.0,43.24,-1.0,-1.0,-1.0,-1.0,53.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.14,-1.0,-1.0,-1.0,-1.0,-1.0,48.54,52.26,-1.0,-1.0,-1.0,-1.0,-1.0,50.32,-1.0,-1.0,-1.0,-1.0,-1.0,45.27,-1.0,53.73,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
drmundo,2 Tier,0.5216,0.0212,0.0322,-1.0,53.25,-1.0,-1.0,-1.0,56.21,-1.0,48.94,-1.0,45.21,-1.0,-1.0,-1.0,50.49,-1.0,-1.0,49.24,-1.0,50.91,-1.0,-1.0,-1.0,51.19,56.99,-1.0,-1.0,52.17,-1.0,-1.0,-1.0,53.57,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.02,-1.0,51.49,-1.0,-1.0,-1.0,-1.0,48.06,51.06,-1.0,-1.0,58.6,-1.0,-1.0,46.88,65.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.81,-1.0,-1.0,-1.0,48.48,-1.0,55.07,50.79,-1.0,55.0,-1.0,49.55,44.53,55.66,52.31,54.13,-1.0,-1.0,-1.0,50.3,-1.0,43.41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.14,59.38,-1.0,-1.0,-1.0,-1.0,44.25,-1.0,-1.0,-1.0,-1.0,-1.0,56.25,54.55,-1.0,-1.0,40.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.86,-1.0,54.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.23,-1.0,-1.0,-1.0,-1.0,50.64,-1.0,-1.0,-1.0,45.38,-1.0,-1.0,-1.0,-1.0,-1.0,52.39,61.14,-1.0,-1.0,-1.0,-1.0,-1.0,57.85,-1.0,-1.0,-1.0,-1.0,-1.0,48.44,-1.0,57.37,48.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
irelia,3 Tier,0.49439999999999995,0.0443,0.035,-1.0,45.9,-1.0,-1.0,-1.0,47.71,-1.0,54.17,-1.0,50.17,-1.0,-1.0,-1.0,52.05,-1.0,-1.0,50.19,-1.0,46.34,-1.0,-1.0,-1.0,40.48,43.36,-1.0,-1.0,42.11,-1.0,-1.0,-1.0,50.79,-1.0,-1.0,-1.0,-1.0,51.79,-1.0,-1.0,-1.0,-1.0,48.96,-1.0,-1.0,-1.0,-1.0,41.79,54.29,-1.0,-1.0,46.62,-1.0,-1.0,48.81,51.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.61,54.62,-1.0,-1.0,56.94,52.63,-1.0,47.62,49.09,66.18,62.93,-1.0,47.14,56.17,51.34,52.57,47.92,-1.0,-1.0,-1.0,47.3,-1.0,48.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.17,-1.0,-1.0,-1.0,-1.0,-1.0,46.42,-1.0,-1.0,-1.0,-1.0,-1.0,53.74,59.6,-1.0,-1.0,54.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.73,48.6,47.58,-1.0,-1.0,-1.0,52.46,-1.0,-1.0,-1.0,-1.0,48.42,-1.0,-1.0,-1.0,-1.0,41.57,-1.0,-1.0,-1.0,50.57,-1.0,-1.0,-1.0,-1.0,-1.0,56.78,50.95,-1.0,-1.0,-1.0,-1.0,-1.0,49.48,50.59,-1.0,-1.0,-1.0,-1.0,46.09,-1.0,54.66,51.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
gangplank,4 Tier,0.486,0.0166,0.0279,-1.0,48.91,-1.0,-1.0,-1.0,47.92,-1.0,56.94,-1.0,37.57,-1.0,-1.0,-1.0,47.66,-1.0,-1.0,46.99,-1.0,41.18,-1.0,-1.0,-1.0,51.72,50.43,-1.0,-1.0,53.85,-1.0,-1.0,-1.0,41.86,-1.0,-1.0,-1.0,-1.0,47.03,-1.0,-1.0,51.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.0,-1.0,-1.0,-1.0,48.16,-1.0,-1.0,40.0,60.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,49.55,-1.0,-1.0,-1.0,49.28,-1.0,53.68,-1.0,51.35,54.13,-1.0,48.38,48.89,60.48,57.73,46.19,-1.0,-1.0,-1.0,47.8,-1.0,55.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.0,49.45,-1.0,-1.0,-1.0,-1.0,52.31,-1.0,-1.0,-1.0,-1.0,-1.0,51.18,50.27,-1.0,-1.0,55.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.23,45.16,52.78,-1.0,-1.0,-1.0,51.95,-1.0,-1.0,-1.0,-1.0,47.75,-1.0,-1.0,-1.0,-1.0,45.36,-1.0,-1.0,-1.0,45.94,-1.0,-1.0,-1.0,-1.0,-1.0,41.89,49.38,-1.0,-1.0,-1.0,-1.0,-1.0,50.64,46.94,-1.0,-1.0,-1.0,-1.0,53.13,-1.0,51.17,51.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
trundle,OP Tier,0.5295000000000001,0.12300000000000001,0.0877,-1.0,58.88,-1.0,-1.0,-1.0,52.82,-1.0,53.07,-1.0,51.28,-1.0,-1.0,-1.0,52.04,-1.0,-1.0,47.19,-1.0,49.79,-1.0,-1.0,-1.0,51.92,49.28,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,53.99,-1.0,-1.0,-1.0,-1.0,51.68,-1.0,-1.0,57.42,-1.0,53.71,-1.0,-1.0,-1.0,-1.0,-1.0,52.78,-1.0,-1.0,49.11,-1.0,-1.0,55.48,56.79,-1.0,-1.0,-1.0,58.7,-1.0,-1.0,51.64,52.87,-1.0,-1.0,38.67,52.01,-1.0,50.28,52.9,-1.0,51.39,-1.0,50.97,55.95,53.53,53.24,56.13,-1.0,-1.0,-1.0,55.7,-1.0,52.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.16,59.63,-1.0,-1.0,-1.0,-1.0,52.7,-1.0,-1.0,-1.0,-1.0,-1.0,53.46,49.12,-1.0,-1.0,48.79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.22,53.39,57.69,-1.0,-1.0,-1.0,51.89,-1.0,-1.0,-1.0,-1.0,49.74,-1.0,-1.0,-1.0,-1.0,52.21,-1.0,-1.0,-1.0,50.98,-1.0,-1.0,-1.0,-1.0,-1.0,56.82,57.46,-1.0,-1.0,-1.0,-1.0,-1.0,52.98,52.26,-1.0,-1.0,-1.0,-1.0,55.04,-1.0,53.78,54.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
swain,5 Tier,0.506,0.003,0.005600000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,45.16,-1.0,-1.0,-1.0,57.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.95,-1.0,-1.0,47.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.79,-1.0,-1.0,-1.0,-1.0,57.58,-1.0,47.32,-1.0,43.59,56.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.66,42.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
malphite,2 Tier,0.5143,0.061399999999999996,0.06860000000000001,-1.0,47.62,-1.0,-1.0,-1.0,56.33,-1.0,50.0,-1.0,50.95,-1.0,-1.0,-1.0,45.32,-1.0,-1.0,51.49,-1.0,54.43,-1.0,-1.0,-1.0,56.78,53.82,-1.0,-1.0,46.67,-1.0,-1.0,-1.0,42.44,-1.0,-1.0,-1.0,-1.0,42.38,-1.0,-1.0,54.11,-1.0,47.44,-1.0,-1.0,-1.0,-1.0,50.2,39.06,-1.0,-1.0,-1.0,-1.0,-1.0,45.63,56.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,48.75,-1.0,-1.0,56.25,49.37,-1.0,53.33,46.74,-1.0,53.39,-1.0,44.83,50.8,52.08,57.53,51.33,-1.0,-1.0,-1.0,54.98,-1.0,47.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.35,56.35,-1.0,-1.0,-1.0,-1.0,53.32,-1.0,-1.0,-1.0,-1.0,-1.0,51.34,56.25,-1.0,-1.0,53.59,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.45,43.79,58.7,-1.0,-1.0,-1.0,57.41,-1.0,-1.0,-1.0,-1.0,45.76,-1.0,-1.0,-1.0,-1.0,52.16,-1.0,-1.0,-1.0,52.01,-1.0,-1.0,-1.0,-1.0,-1.0,52.36,56.05,-1.0,-1.0,-1.0,-1.0,-1.0,44.78,47.76,-1.0,-1.0,-1.0,-1.0,50.77,-1.0,53.39,47.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
maokai,4 Tier,0.5205,0.0011,0.0076,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.61,-1.0,-1.0,62.57,-1.0,-1.0,-1.0,-1.0,-1.0,40.63,49.83,-1.0,-1.0,58.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.88,-1.0,-1.0,47.25,-1.0,61.76,-1.0,-1.0,-1.0,-1.0,43.06,-1.0,-1.0,-1.0,49.71,-1.0,-1.0,-1.0,59.52,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.92,-1.0,62.79,-1.0,-1.0,44.0,-1.0,50.0,-1.0,55.21,66.67,67.19,-1.0,-1.0,-1.0,46.62,-1.0,41.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.19,50.0,-1.0,-1.0,-1.0,-1.0,66.04,-1.0,-1.0,-1.0,-1.0,-1.0,53.75,60.22,-1.0,-1.0,57.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.16,53.66,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.35,-1.0,-1.0,-1.0,-1.0,-1.0,53.33,37.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.25,44.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
renekton,5 Tier,0.4671,0.020099999999999996,0.029900000000000003,-1.0,47.22,-1.0,-1.0,-1.0,42.42,-1.0,50.0,-1.0,40.2,-1.0,-1.0,-1.0,51.67,-1.0,-1.0,37.47,-1.0,41.8,-1.0,-1.0,-1.0,46.03,46.64,-1.0,-1.0,42.55,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,40.3,-1.0,-1.0,46.82,-1.0,38.76,-1.0,-1.0,-1.0,-1.0,43.17,-1.0,-1.0,-1.0,42.53,-1.0,-1.0,43.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.92,-1.0,-1.0,-1.0,41.61,-1.0,52.68,39.39,-1.0,53.13,-1.0,44.15,47.56,53.79,36.54,44.89,-1.0,-1.0,-1.0,48.95,-1.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.18,41.46,-1.0,-1.0,-1.0,-1.0,48.57,-1.0,-1.0,-1.0,-1.0,-1.0,48.41,52.15,-1.0,-1.0,41.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.33,39.62,49.54,-1.0,-1.0,-1.0,56.38,-1.0,-1.0,-1.0,-1.0,45.49,-1.0,-1.0,-1.0,-1.0,47.47,-1.0,-1.0,-1.0,45.59,-1.0,-1.0,-1.0,-1.0,-1.0,41.78,53.3,-1.0,-1.0,-1.0,-1.0,-1.0,45.14,-1.0,-1.0,-1.0,-1.0,-1.0,48.18,-1.0,51.48,48.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
monkeyking,5 Tier,0.49979999999999997,0.0007000000000000001,0.005600000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.21,-1.0,-1.0,-1.0,-1.0,56.52,-1.0,-1.0,-1.0,-1.0,43.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.04,-1.0,-1.0,-1.0,45.57,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.62,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.29,-1.0,56.72,54.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
vayne,3 Tier,0.5113,0.011000000000000001,0.0146,-1.0,-1.0,-1.0,-1.0,-1.0,55.75,-1.0,-1.0,-1.0,57.89,-1.0,-1.0,-1.0,54.07,-1.0,-1.0,40.37,-1.0,38.71,-1.0,-1.0,-1.0,-1.0,48.24,-1.0,-1.0,60.98,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.45,-1.0,-1.0,-1.0,-1.0,50.3,-1.0,-1.0,-1.0,39.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.64,-1.0,-1.0,-1.0,43.19,-1.0,52.0,-1.0,-1.0,48.39,-1.0,51.18,-1.0,55.88,40.43,58.85,-1.0,-1.0,-1.0,52.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.44,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.45,-1.0,-1.0,-1.0,48.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.64,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.45,-1.0,-1.0,-1.0,-1.0,43.75,-1.0,-1.0,-1.0,52.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.92,-1.0,60.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
rumble,4 Tier,0.48310000000000003,0.0177,0.0296,-1.0,48.42,-1.0,-1.0,-1.0,46.83,-1.0,42.22,-1.0,44.67,-1.0,-1.0,-1.0,47.63,-1.0,-1.0,47.82,-1.0,-1.0,-1.0,-1.0,-1.0,44.28,49.78,-1.0,-1.0,42.92,-1.0,-1.0,-1.0,48.44,-1.0,-1.0,-1.0,-1.0,48.92,-1.0,-1.0,47.0,-1.0,49.58,-1.0,-1.0,-1.0,-1.0,49.28,53.85,-1.0,-1.0,51.96,-1.0,-1.0,-1.0,55.93,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.64,-1.0,-1.0,-1.0,-1.0,51.08,-1.0,50.67,44.0,62.22,43.51,-1.0,43.97,46.2,44.72,46.79,49.44,-1.0,-1.0,-1.0,45.25,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.61,46.85,-1.0,-1.0,-1.0,-1.0,46.73,-1.0,-1.0,-1.0,-1.0,-1.0,51.24,52.48,-1.0,-1.0,48.46,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.49,42.47,50.0,-1.0,-1.0,-1.0,39.74,-1.0,-1.0,-1.0,-1.0,50.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.75,-1.0,-1.0,-1.0,-1.0,-1.0,49.43,47.28,-1.0,-1.0,-1.0,-1.0,-1.0,42.8,44.57,-1.0,-1.0,-1.0,-1.0,44.01,-1.0,48.67,45.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
heimerdinger,5 Tier,0.4982,0.0027,0.006500000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.71,-1.0,-1.0,52.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.64,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.0,-1.0,-1.0,-1.0,41.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.52,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.88,37.5,52.94,60.53,58.18,-1.0,-1.0,-1.0,53.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61.11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.49,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.66,-1.0,-1.0,-1.0,-1.0,-1.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.52,-1.0,54.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
nasus,2 Tier,0.5161,0.0451,0.0464,-1.0,44.37,-1.0,-1.0,-1.0,50.57,-1.0,65.96,-1.0,53.24,-1.0,-1.0,-1.0,49.92,-1.0,-1.0,49.57,-1.0,50.96,-1.0,-1.0,-1.0,56.29,51.66,-1.0,-1.0,50.83,-1.0,-1.0,-1.0,47.8,-1.0,-1.0,-1.0,-1.0,54.95,-1.0,-1.0,51.8,-1.0,50.36,-1.0,-1.0,-1.0,-1.0,47.84,-1.0,-1.0,-1.0,51.85,-1.0,-1.0,47.06,59.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.55,49.11,-1.0,-1.0,40.0,-1.0,-1.0,47.12,53.62,59.42,47.11,-1.0,48.49,50.31,52.77,61.62,51.33,-1.0,-1.0,-1.0,56.49,-1.0,45.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.81,55.22,-1.0,-1.0,-1.0,-1.0,53.79,-1.0,-1.0,-1.0,-1.0,-1.0,51.45,56.56,-1.0,-1.0,47.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.55,40.87,50.0,-1.0,-1.0,-1.0,46.77,-1.0,-1.0,-1.0,-1.0,44.25,-1.0,-1.0,-1.0,-1.0,46.98,-1.0,-1.0,-1.0,47.68,-1.0,-1.0,-1.0,-1.0,-1.0,54.55,52.55,-1.0,-1.0,-1.0,-1.0,-1.0,48.11,50.0,-1.0,-1.0,-1.0,-1.0,53.35,-1.0,53.33,53.64,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
udyr,5 Tier,0.4781,0.0062,0.0147,-1.0,43.9,-1.0,-1.0,-1.0,43.13,-1.0,54.29,-1.0,43.36,-1.0,-1.0,-1.0,54.07,-1.0,-1.0,49.05,-1.0,-1.0,-1.0,-1.0,-1.0,57.14,44.12,-1.0,-1.0,45.52,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.78,-1.0,-1.0,47.88,-1.0,48.28,-1.0,-1.0,-1.0,-1.0,49.81,63.33,-1.0,-1.0,50.26,-1.0,-1.0,40.91,51.61,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.75,49.01,-1.0,-1.0,-1.0,52.11,-1.0,-1.0,43.14,57.89,-1.0,-1.0,45.35,53.15,54.78,47.19,44.01,-1.0,-1.0,-1.0,39.29,-1.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.76,44.12,-1.0,-1.0,-1.0,-1.0,44.77,-1.0,-1.0,-1.0,-1.0,-1.0,45.9,40.91,-1.0,-1.0,35.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.11,57.14,62.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.51,-1.0,-1.0,-1.0,-1.0,42.22,-1.0,-1.0,-1.0,47.72,-1.0,-1.0,-1.0,-1.0,-1.0,46.91,47.25,-1.0,-1.0,-1.0,-1.0,-1.0,51.22,56.76,-1.0,-1.0,-1.0,-1.0,53.59,-1.0,43.89,46.11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
poppy,4 Tier,0.5091,0.0051,0.0111,-1.0,-1.0,-1.0,-1.0,-1.0,45.31,-1.0,-1.0,-1.0,41.03,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,40.8,-1.0,-1.0,-1.0,-1.0,-1.0,44.83,53.11,-1.0,-1.0,39.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.84,-1.0,53.57,-1.0,-1.0,-1.0,-1.0,46.88,-1.0,-1.0,-1.0,48.67,-1.0,-1.0,-1.0,43.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.93,51.52,58.67,54.9,41.38,-1.0,-1.0,-1.0,51.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,45.37,-1.0,-1.0,-1.0,-1.0,-1.0,39.19,45.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.9,-1.0,58.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.09,-1.0,-1.0,-1.0,51.84,-1.0,-1.0,-1.0,-1.0,-1.0,57.58,53.51,-1.0,-1.0,-1.0,-1.0,-1.0,44.44,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,-1.0,53.85,55.41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
