date,match_winner,player_red_1,player_red_2,player_red_3,player_red_4,player_red_5,player_blue_1,player_blue_2,player_blue_3,player_blue_4,player_blue_5
27/01/2024 14:27,MatchResult.BLUE,"(Player(name='Tw%C3%ADsT', tag='EUNE'), <Champion.DARIUS: 122>, <Lane.TOP: 1>)","(Player(name='ProoTrek', tag='EUNE'), <Champion.EVELYNN: 28>, <Lane.JUNGLE: 2>)","(Player(name='VIT%20Alphari', tag='EUNE'), <Champion.YASUO: 157>, <Lane.MID: 3>)","(Player(name='depressed%20rat', tag='777'), <Champion.ASHE: 22>, <Lane.ADC: 4>)","(Player(name='hubi', tag='2137'), <Champion.KARMA: 43>, <Lane.SUPPORT: 5>)","(Player(name='Crabulon', tag='EUNE'), <Champion.TAHM_KENCH: 223>, <Lane.TOP: 1>)","(Player(name='K1ngRengar', tag='Rengo'), <Champion.KHAZIX: 121>, <Lane.JUNGLE: 2>)","(Player(name='Ar6turus', tag='EUNE'), <Champion.YONE: 777>, <Lane.MID: 3>)","(Player(name='%E3%82%A2%E3%82%AB%E3%82%AE', tag='000'), <Champion.TWISTED_FATE: 4>, <Lane.ADC: 4>)","(Player(name='Agstarte', tag='EUNE'), <Champion.ZYRA: 143>, <Lane.SUPPORT: 5>)"
27/01/2024 14:27,MatchResult.RED,"(Player(name='john9999', tag='EUNE'), <Champion.SHEN: 98>, <Lane.TOP: 1>)","(Player(name='%CE%A6%CE%B9%CF%83%CF%84%CE%B9%CE%BAak%CE%B9', tag='EUNE'), <Champion.HECARIM: 120>, <Lane.JUNGLE: 2>)","(Player(name='Masny%20Igi', tag='EUNE'), <Champion.KARMA: 43>, <Lane.MID: 3>)","(Player(name='Skocz%20z%20samolotu', tag='EUNE'), <Champion.EZREAL: 81>, <Lane.ADC: 4>)","(Player(name='relinskii', tag='EUNE'), <Champion.MORGANA: 25>, <Lane.SUPPORT: 5>)","(Player(name='talentTheJirik', tag='101'), <Champion.RENEKTON: 58>, <Lane.TOP: 1>)","(Player(name='PapaSmurf537', tag='EUNE'), <Champion.BRAND: 63>, <Lane.JUNGLE: 2>)","(Player(name='Rose%20Apple%20Berry', tag='Puffy'), <Champion.CORKI: 42>, <Lane.MID: 3>)","(Player(name='depressed%20rat', tag='777'), <Champion.TWITCH: 29>, <Lane.ADC: 4>)","(Player(name='ProoTrek', tag='EUNE'), <Champion.JANNA: 40>, <Lane.SUPPORT: 5>)"
27/01/2024 14:27,MatchResult.RED,"(Player(name='Rudolphii', tag='EUNE'), <Champion.TRUNDLE: 48>, <Lane.TOP: 1>)","(Player(name='mhalion', tag='EUNE'), <Champion.RENGAR: 107>, <Lane.JUNGLE: 2>)","(Player(name='Her%20Pookie%20Bear', tag='69420'), <Champion.KATARINA: 55>, <Lane.MID: 3>)","(Player(name='depressed%20rat', tag='777'), <Champion.TWITCH: 29>, <Lane.ADC: 4>)","(Player(name='ProoTrek', tag='EUNE'), <Champion.JANNA: 40>, <Lane.SUPPORT: 5>)","(Player(name='TODAY%20TRYHARD', tag='EUNE'), <Champion.SION: 14>, <Lane.TOP: 1>)","(Player(name='huskymacho', tag='7567'), <Champion.HECARIM: 120>, <Lane.JUNGLE: 2>)","(Player(name='evermore', tag='EUNE'), <Champion.EZREAL: 81>, <Lane.MID: 3>)","(Player(name='Lukoxxx', tag='EUNE'), <Champion.NUNU_AND_WILLUMP: 20>, <Lane.ADC: 4>)","(Player(name='iron%20main', tag='1233'), <Champion.NAUTILUS: 111>, <Lane.SUPPORT: 5>)"
27/01/2024 14:27,MatchResult.RED,"(Player(name='Walking0wnagE', tag='EUNE'), <Champion.YONE: 777>, <Lane.TOP: 1>)","(Player(name='V%C3%B8id%20M%C3%B8mmy', tag='1926'), <Champion.BELVETH: 200>, <Lane.JUNGLE: 2>)","(Player(name='Kaeodeususorn', tag='EUNE'), <Champion.LEBLANC: 7>, <Lane.MID: 3>)","(Player(name='C3D%20Hudrus', tag='EUNE'), <Champion.SAMIRA: 360>, <Lane.ADC: 4>)","(Player(name='blackking45', tag='EUNE'), <Champion.BRAND: 63>, <Lane.SUPPORT: 5>)","(Player(name='megaqkiqwee', tag='6969'), <Champion.SINGED: 27>, <Lane.TOP: 1>)","(Player(name='FeykeNN', tag='6630'), <Champion.EKKO: 245>, <Lane.JUNGLE: 2>)","(Player(name='Phil%20Anselmo', tag='EUNE'), <Champion.DIANA: 131>, <Lane.MID: 3>)","(Player(name='depressed%20rat', tag='777'), <Champion.TWITCH: 29>, <Lane.ADC: 4>)","(Player(name='ProoTrek', tag='EUNE'), <Champion.JANNA: 40>, <Lane.SUPPORT: 5>)"
27/01/2024 14:27,MatchResult.RED,"(Player(name='TahMk%CE%B5nch', tag='1312'), <Champion.DARIUS: 122>, <Lane.TOP: 1>)","(Player(name='ginpq', tag='EUNE'), <Champion.KAYN: 141>, <Lane.JUNGLE: 2>)","(Player(name='SSzB', tag='EUNE'), <Champion.ZED: 238>, <Lane.MID: 3>)","(Player(name='depressed%20rat', tag='777'), <Champion.TWITCH: 29>, <Lane.ADC: 4>)","(Player(name='ProoTrek', tag='EUNE'), <Champion.JANNA: 40>, <Lane.SUPPORT: 5>)","(Player(name='Aktikusz', tag='16842'), <Champion.SION: 14>, <Lane.TOP: 1>)","(Player(name='SweatyToes', tag='FROG'), <Champion.VI: 254>, <Lane.JUNGLE: 2>)","(Player(name='mariuszbir', tag='EUNE'), <Champion.MALPHITE: 54>, <Lane.MID: 3>)","(Player(name='Izumi%20Miyamura', tag='mao'), <Champion.LUCIAN: 236>, <Lane.ADC: 4>)","(Player(name='Kyouko%20Hori', tag='mio'), <Champion.NAMI: 267>, <Lane.SUPPORT: 5>)"
27/01/2024 14:27,MatchResult.RED,"(Player(name='Jonathan%20Joestar', tag='7559'), <Champion.MORDEKAISER: 82>, <Lane.TOP: 1>)","(Player(name='nah%20id%20win', tag='8924'), <Champion.HECARIM: 120>, <Lane.JUNGLE: 2>)","(Player(name='Erina%20Joestar', tag='2137'), <Champion.VIKTOR: 112>, <Lane.MID: 3>)","(Player(name='depressed%20rat', tag='777'), <Champion.TWITCH: 29>, <Lane.ADC: 4>)","(Player(name='ProoTrek', tag='EUNE'), <Champion.JANNA: 40>, <Lane.SUPPORT: 5>)","(Player(name='Taliyah%20Top', tag='EUNE'), <Champion.TALIYAH: 163>, <Lane.TOP: 1>)","(Player(name='Caracinin', tag='EUNE'), <Champion.MASTER_YI: 11>, <Lane.JUNGLE: 2>)","(Player(name='alechin28', tag='EUNE'), <Champion.MORGANA: 25>, <Lane.MID: 3>)","(Player(name='Skubii%20Doo', tag='EUNE'), <Champion.ASHE: 22>, <Lane.ADC: 4>)","(Player(name='IglotKa', tag='EUNE'), <Champion.SORAKA: 16>, <Lane.SUPPORT: 5>)"
27/01/2024 14:27,MatchResult.RED,"(Player(name='Kosior', tag='GIT'), <Champion.REKSAI: 421>, <Lane.TOP: 1>)","(Player(name='ovrgnt', tag='EUNE'), <Champion.VI: 254>, <Lane.JUNGLE: 2>)","(Player(name='Wp%E1%BB%89erdalamKredki', tag='1312'), <Champion.KATARINA: 55>, <Lane.MID: 3>)","(Player(name='Coffee', tag='2137'), <Champion.KAISA: 145>, <Lane.ADC: 4>)","(Player(name='Seven0505', tag='2004'), <Champion.SWAIN: 50>, <Lane.SUPPORT: 5>)","(Player(name='Kakilaros', tag='EUNE'), <Champion.SETT: 875>, <Lane.TOP: 1>)","(Player(name='cycu%20szpila%20PL', tag='EUNE'), <Champion.VIEGO: 234>, <Lane.JUNGLE: 2>)","(Player(name='mi%C5%9Bka%20lubi%20japko', tag='T1CWL'), <Champion.FIZZ: 105>, <Lane.MID: 3>)","(Player(name='Leavee', tag='EUNE'), <Champion.LUCIAN: 236>, <Lane.ADC: 4>)","(Player(name='depressed%20rat', tag='777'), <Champion.TWITCH: 29>, <Lane.SUPPORT: 5>)"
27/01/2024 14:27,MatchResult.RED,"(Player(name='Efenryja', tag='EUNE'), <Champion.JAX: 24>, <Lane.TOP: 1>)","(Player(name='DakiTheWinner', tag='EUNE'), <Champion.GRAVES: 104>, <Lane.JUNGLE: 2>)","(Player(name='Kemacetnik', tag='EUNE'), <Champion.FIZZ: 105>, <Lane.MID: 3>)","(Player(name='Elvisimo', tag='EUNE'), <Champion.JINX: 222>, <Lane.ADC: 4>)","(Player(name='S%CE%AF%CF%8E%CE%B3', tag='EUNE'), <Champion.BLITZCRANK: 53>, <Lane.SUPPORT: 5>)","(Player(name='Pisdo%20sunt%20BETO', tag='EUNE'), <Champion.YONE: 777>, <Lane.TOP: 1>)","(Player(name='Salty%20Tree', tag='EUNE'), <Champion.EKKO: 245>, <Lane.JUNGLE: 2>)","(Player(name='Leavee', tag='EUNE'), <Champion.MALZAHAR: 90>, <Lane.MID: 3>)","(Player(name='L9%20ratatataa', tag='EUNE'), <Champion.DRAVEN: 119>, <Lane.ADC: 4>)","(Player(name='depressed%20rat', tag='777'), <Champion.TWITCH: 29>, <Lane.SUPPORT: 5>)"
27/01/2024 14:27,MatchResult.RED,"(Player(name='Zypos%20', tag='EUNE'), <Champion.ALISTAR: 12>, <Lane.TOP: 1>)","(Player(name='sopyz', tag='EUNE'), <Champion.ZAC: 154>, <Lane.JUNGLE: 2>)","(Player(name='TypicalMidLanerV', tag='EUNE'), <Champion.VEX: 711>, <Lane.MID: 3>)","(Player(name='%CE%B2%CE%BF%CE%B1s%CF%84%CE%B5r', tag='ANT'), <Champion.VARUS: 110>, <Lane.ADC: 4>)","(Player(name='MarTavaXCZ', tag='EUNE'), <Champion.RAKAN: 497>, <Lane.SUPPORT: 5>)","(Player(name='DreamEDestroyeR', tag='EUNE'), <Champion.JAX: 24>, <Lane.TOP: 1>)","(Player(name='Leavee', tag='EUNE'), <Champion.LEE_SIN: 64>, <Lane.JUNGLE: 2>)","(Player(name='depressed%20rat', tag='777'), <Champion.TWITCH: 29>, <Lane.MID: 3>)","(Player(name='EFYGA%20IO', tag='EUNE'), <Champion.CAITLYN: 51>, <Lane.ADC: 4>)","(Player(name='DDrath', tag='EUNE'), <Champion.SORAKA: 16>, <Lane.SUPPORT: 5>)"
27/01/2024 14:27,MatchResult.RED,"(Player(name='I%20hate%20ppl', tag='EUNE'), <Champion.GRAGAS: 79>, <Lane.TOP: 1>)","(Player(name='Leavee', tag='EUNE'), <Champion.NOCTURNE: 56>, <Lane.JUNGLE: 2>)","(Player(name='depressed%20rat', tag='777'), <Champion.TWITCH: 29>, <Lane.MID: 3>)","(Player(name='OnyxKey', tag='EUNE'), <Champion.MISS_FORTUNE: 21>, <Lane.ADC: 4>)","(Player(name='Krul%20ik%20gry', tag='EUNE'), <Champion.HEIMERDINGER: 74>, <Lane.SUPPORT: 5>)","(Player(name='iiGhostDx', tag='EUNE'), <Champion.MORDEKAISER: 82>, <Lane.TOP: 1>)","(Player(name='okinawa12', tag='EUNE'), <Champion.LILLIA: 876>, <Lane.JUNGLE: 2>)","(Player(name='Hubiczek0707', tag='EUNE'), <Champion.LEBLANC: 7>, <Lane.MID: 3>)","(Player(name='Wiize', tag='EUNE'), <Champion.JHIN: 202>, <Lane.ADC: 4>)","(Player(name='OGkushGG', tag='EUNE'), <Champion.ALISTAR: 12>, <Lane.SUPPORT: 5>)"
27/01/2024 14:27,MatchResult.RED,"(Player(name='Netsu', tag='1066'), <Champion.LILLIA: 876>, <Lane.TOP: 1>)","(Player(name='Garion', tag='EUNE'), <Champion.NOCTURNE: 56>, <Lane.JUNGLE: 2>)","(Player(name='unikatni%20magor', tag='EUNE'), <Champion.VLADIMIR: 8>, <Lane.MID: 3>)","(Player(name='Amikiri', tag='EUNE'), <Champion.CAITLYN: 51>, <Lane.ADC: 4>)","(Player(name='Rstfrm7199', tag='Rst'), <Champion.RAKAN: 497>, <Lane.SUPPORT: 5>)","(Player(name='Leavee', tag='EUNE'), <Champion.TEEMO: 17>, <Lane.TOP: 1>)","(Player(name='l%20SKA%C5%81A%20l', tag='EUNE'), <Champion.SEJUANI: 113>, <Lane.JUNGLE: 2>)","(Player(name='depressed%20rat', tag='777'), <Champion.TWITCH: 29>, <Lane.MID: 3>)","(Player(name='dedulo0080', tag='EUNE'), <Champion.VAYNE: 67>, <Lane.ADC: 4>)","(Player(name='Eklekt0s', tag='EUNE'), <Champion.BRAND: 63>, <Lane.SUPPORT: 5>)"
27/01/2024 14:27,MatchResult.RED,"(Player(name='szabalics', tag='EUNE'), <Champion.YORICK: 83>, <Lane.TOP: 1>)","(Player(name='LM%20Relvy', tag='EUNE'), <Champion.SHYVANA: 102>, <Lane.JUNGLE: 2>)","(Player(name='fifteenandzero', tag='EUNE'), <Champion.PANTHEON: 80>, <Lane.MID: 3>)","(Player(name='Kristupenzo', tag='EUNE'), <Champion.KAISA: 145>, <Lane.ADC: 4>)","(Player(name='Straw%20Hat%20Member', tag='EUNE'), <Champion.LULU: 117>, <Lane.SUPPORT: 5>)","(Player(name='le%20Qu%C3%A9bec%20libre', tag='Que'), <Champion.QUINN: 133>, <Lane.TOP: 1>)","(Player(name='BestLutek', tag='EUNE'), <Champion.NOCTURNE: 56>, <Lane.JUNGLE: 2>)","(Player(name='Sweaty%20One', tag='EUNE'), <Champion.XERATH: 101>, <Lane.MID: 3>)","(Player(name='depressed%20rat', tag='777'), <Champion.TWITCH: 29>, <Lane.ADC: 4>)","(Player(name='BAKER%20HEHE', tag='JA%C5%9A12'), <Champion.YUUMI: 350>, <Lane.SUPPORT: 5>)"
27/01/2024 14:27,MatchResult.BLUE,"(Player(name='Quake4ever', tag='EUNE'), <Champion.GAREN: 86>, <Lane.TOP: 1>)","(Player(name='hope%20she%20was%20I5', tag='wnb'), <Champion.EKKO: 245>, <Lane.JUNGLE: 2>)","(Player(name='toboganhahA', tag='12345'), <Champion.TWISTED_FATE: 4>, <Lane.MID: 3>)","(Player(name='depressed%20rat', tag='777'), <Champion.TWITCH: 29>, <Lane.ADC: 4>)","(Player(name='Filllka', tag='EUNE'), <Champion.YUUMI: 350>, <Lane.SUPPORT: 5>)","(Player(name='OwOUwUxd', tag='3435'), <Champion.JAX: 24>, <Lane.TOP: 1>)","(Player(name='Naski4a', tag='42069'), <Champion.EVELYNN: 28>, <Lane.JUNGLE: 2>)","(Player(name='FeelTheGanks', tag='EUNE'), <Champion.ZED: 238>, <Lane.MID: 3>)","(Player(name='OST%20MisteryFalse', tag='EUNE'), <Champion.JINX: 222>, <Lane.ADC: 4>)","(Player(name='OST%20Harlus', tag='EUNE'), <Champion.RELL: 526>, <Lane.SUPPORT: 5>)"
27/01/2024 14:27,MatchResult.RED,"(Player(name='DevuKK', tag='EUNE'), <Champion.IRELIA: 39>, <Lane.TOP: 1>)","(Player(name='Apogea', tag='EUNE'), <Champion.RAMMUS: 33>, <Lane.JUNGLE: 2>)","(Player(name='Aer%C3%B8s', tag='EUNE'), <Champion.AHRI: 103>, <Lane.MID: 3>)","(Player(name='depressed%20rat', tag='777'), <Champion.TWITCH: 29>, <Lane.ADC: 4>)","(Player(name='Poor%20Teemo', tag='EUNE'), <Champion.TEEMO: 17>, <Lane.SUPPORT: 5>)","(Player(name='W%C5%9Bciek%C5%82y%20Chomik', tag='PIES'), <Champion.JAX: 24>, <Lane.TOP: 1>)","(Player(name='Mr%20Furk%C3%B3', tag='EUNE'), <Champion.NOCTURNE: 56>, <Lane.JUNGLE: 2>)","(Player(name='Snox', tag='PoE'), <Champion.EKKO: 245>, <Lane.MID: 3>)","(Player(name='D%CE%B1v%C3%AD%C4%8F', tag='EUNE'), <Champion.MISS_FORTUNE: 21>, <Lane.ADC: 4>)","(Player(name='%C5%81askawy%20Dawid', tag='1650'), <Champion.ALISTAR: 12>, <Lane.SUPPORT: 5>)"
